x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
-0.4873619,-2.1036441,0.56677514,-1.495605,1.1843551,-0.38613668,0.5067448,-1.1950179,-0.76334846,0.9466241,-0.34739652,-0.49176192,0.5917903,-0.3843978,-1.0525239,0.03888788,1.518881,0.04991874,-0.99416745,-0.08945322,-0.48911244,1.7113006,-1.0048038,1.1980952,-0.25036293,-0.47361413,-0.22193804,0.34799692,-0.29852036,-1.4767545,-0.9379074,-1.227475,-0.24941769,-2.3131294,0.24770032,0.7958511,0.389258,0.012231707,-0.7822448,-0.030761933,0.17685665,0.4304172,3.150485,-0.62970436,-1.5867211,-1.1851156,-0.7693765,-0.20559323,-0.39504835,-1.035106,-0.94937956,-0.037347723,0.04295425,-1.1948366,1.6510828,-1.0559326,-3.0389574,-0.71014345,-0.19529808,0.17583083,-0.31555995,-0.5731588,-0.07939129,-0.16602905,-0.41660786,0.016865302,-0.4374538,0.3652322,-0.3763413,-0.98351896,-0.10440434,0.22247024,-0.557138,0.33107305,0.596525,-0.4721869,-0.9451049,-0.5079507,-1.0694025,0.5841061,-0.76212865,-0.99732965,-0.1593597,0.056039862,-0.91629815,0.8337599,-0.021639884,-0.6093012,0.82292175,0.79359615,-0.38968015,0.8129676,0.5131323,0.23503354,-0.06335366,-1.0302355,0.42672104,0.4696244,0.5890336,-0.0023079617,1.0
-1.1322626,-0.07418288,-0.7183919,-0.0072889444,2.357678,-0.9079483,0.9323032,-0.21669418,-0.689225,0.3519677,0.09158485,-1.0395905,-0.17660792,1.1007782,0.21888702,-0.17819308,-0.0028281973,-0.43933934,1.8710122,-0.42453036,0.7933713,0.9846506,-0.4060271,0.58744705,-1.3647441,0.8696636,-0.7208099,0.04995315,1.1638246,-1.2215039,-2.0345714,-0.44283068,-0.0046772673,-0.20609955,0.70229375,-0.40758646,0.76778203,-0.12391628,-1.5069319,-0.53306,1.9081016,-1.7465796,-1.129696,-0.30622813,-1.2746917,0.2205376,-1.1313956,1.2303607,0.46682793,0.5858531,-1.2723999,-0.513919,-1.41647,0.5657295,-0.21469364,-1.1113443,-0.63733083,1.1145942,-1.1056439,-0.5136615,0.7481081,1.6412529,1.4819467,-0.13621181,0.5056514,0.24435826,-0.67555803,-1.150713,-0.6565069,0.45302802,-1.0734931,2.853721,-0.20977713,1.8556198,1.0125978,1.0588093,0.8544153,1.2485965,-0.5016372,0.14833444,-1.6843661,0.49230275,-0.24670073,-0.5977552,1.0324197,-0.03937517,-1.0767227,-0.761809,-0.110217065,1.4017293,-1.0082275,-0.6514508,-0.34600344,-0.41160813,-0.3074904,-1.164892,-0.084438734,0.78477633,0.5901952,-1.8865799,1.0
0.07556653,0.98127186,-0.11694508,-1.3113459,-0.46500352,1.2522758,-0.49147436,1.8667631,-0.07761147,-0.18948261,1.6978445,-0.17948106,0.02865153,-0.9220406,-0.4899522,0.032149564,1.6719444,-0.2378226,1.5330274,0.40092152,0.85577714,0.34281516,-0.12709309,-0.44545087,0.5757267,0.88314337,1.1162506,0.9070857,0.30416903,-0.56143814,-1.568337,0.89195645,0.5320076,-1.3769526,-1.598532,-0.88949,1.7362212,-0.12454324,0.17840664,0.92911184,-1.2117125,-0.68433976,0.33465272,-0.4983163,-2.548183,0.123488255,-1.2747773,0.58823735,-1.6477699,-0.49379137,0.289752,-2.0772893,1.6288563,1.6391653,-0.5400039,1.1632078,1.5305895,-0.4147447,-0.49967715,0.0074370103,-0.7679288,0.24562165,1.2647681,0.33061036,0.3827014,-1.3408554,0.8763026,1.1041262,-0.40534672,0.71654195,0.7306059,0.4916134,-0.22203882,1.0737412,1.5562422,0.9055366,-0.8346319,1.4382459,1.8653979,0.4541478,2.1000648,1.360345,0.12487887,-0.8295109,0.47431773,-1.0961591,-2.0096886,-1.1667278,1.2953159,0.15451384,-0.36064035,0.26254573,-1.1508161,1.781147,0.2903329,0.45512924,0.9061828,0.51452684,-0.44248864,1.1388998,1.0
-0.47299916,-2.4704497,-0.42817226,0.33733824,1.6199404,-0.95163673,-0.34571192,-1.2001137,1.043162,-0.22223851,-0.11616348,3.2382789,-1.2845813,0.75101066,1.0203836,0.1592851,0.7001934,1.947644,2.0116293,1.9461149,2.142488,-0.33591315,-0.22809269,-1.602364,-0.21348046,-0.39810732,1.8313886,1.499331,0.7625332,-2.2397237,0.9041484,-1.0380481,0.115290955,0.23491774,-0.3715006,0.25589338,-0.43921494,1.0324354,0.7000426,0.9234698,0.06649048,-2.6982749,-0.4344448,0.13141057,0.98476666,0.93571484,-1.0029991,-0.49875686,-0.23144178,1.3827105,-0.4365941,-0.6872896,-1.7957449,0.05151227,0.6116192,0.79973996,-1.1149716,-0.28217205,-0.103016675,-0.04695268,-0.9181217,-0.93012303,-1.3066232,-0.6932521,-0.74741864,-0.72807205,1.8592374,-0.9797775,-0.5158179,-1.740181,-0.9779682,0.9918657,-0.21876597,0.2547024,-1.4653511,-1.2165176,0.04391016,0.34178096,0.98806787,-2.5656247,0.054053634,0.27208057,-1.0413941,1.0750259,-2.324419,-0.042164523,-0.21581416,0.034294732,-1.9048214,-0.8079295,0.035164207,-1.2769264,0.042246316,0.21472742,0.50139445,0.7899531,1.771627,-0.80993026,-1.6601425,0.9975318,1.0
-0.08049056,1.2441927,1.2112198,-0.4361934,0.8448988,-1.600891,0.118936285,0.98846775,0.2769052,1.208608,-1.9844452,0.8890735,-0.99466765,0.5152672,-0.9343701,0.12058316,0.082127325,-0.33039084,0.084538445,-0.5630735,-0.13105175,-0.53019005,-1.4067281,-1.2358825,-2.9129224,1.1679827,-0.4575537,-0.044366743,0.82080656,-0.49845803,0.26430538,0.49231863,-0.8065392,-0.33567542,-0.9436277,0.15239707,0.7362492,0.45422426,0.66899604,-0.33326966,-0.03452899,-0.4622815,-1.0781115,1.2784028,1.0793105,0.32928324,-1.3260783,0.36170834,-0.112464584,-0.20982508,0.47040796,0.09994087,-2.1249492,0.33636764,-0.19322045,0.9438393,-0.8695269,-1.739851,0.38702843,0.7325717,-0.20450073,2.1141336,0.344369,-0.65514493,-0.20639075,0.6261948,-0.41249844,-0.7996411,-1.5700707,1.474973,0.08071704,-1.0077367,0.16169842,0.15079355,0.69661707,-0.061562963,-0.6025644,0.4928763,1.5193273,1.1757364,0.051444955,-0.9123395,-0.52062505,-0.5605543,-1.9035759,-0.49235657,-1.4337119,0.20067273,1.3721948,0.36606282,-1.0147103,-0.026162524,-0.37949643,-1.1182288,-1.0949264,0.54462004,1.3474314,-1.5239171,-2.5377843,0.47911066,0.0
0.74617916,-0.691553,1.7123588,-1.300907,1.8259331,0.7205292,-1.1303625,-0.10192957,-0.15070483,1.5719167,-0.3753629,-0.099910095,-0.43555236,0.2618366,1.583824,-0.8514449,-1.6189663,-1.0624133,1.011735,0.09903428,-0.5136895,-0.56303614,-0.044143613,1.2858162,1.1008549,-1.95022,0.29497695,1.131913,-1.1399902,-0.65216804,0.10138306,-0.52221924,1.0943602,0.48235545,-0.52565557,-1.2291366,0.19139853,-0.8668572,0.5905587,0.7075951,-0.41671804,-0.36268836,-2.27822,0.109818585,-0.18328002,1.4339145,-0.5063797,-0.31234488,-0.82747877,2.2409565,-0.6512099,-0.6502376,-0.5517031,1.1371268,0.23599575,0.83234835,-1.2253711,0.088116296,-1.1336278,-0.520818,1.4141234,0.6567514,0.15244363,0.3675848,0.5658589,-0.33952838,1.073796,0.8382496,-1.1630071,-0.7009716,-0.88112885,-0.8375432,0.82844806,1.0539999,0.01907897,-1.6126946,-0.98478824,0.48223528,-1.1881474,-1.9205145,0.487065,0.30998212,0.29889703,-1.3438075,-0.57258594,-1.4803945,0.7791881,-2.3356016,-0.9697554,-0.5497151,0.08426256,-1.2281786,0.45406097,-0.11289069,1.6036398,-0.11333217,1.32547,-0.5777284,0.36798412,1.1348135,1.0
-1.1365104,-0.002749609,-0.17243497,-0.52522606,1.2999469,-0.39401925,-0.474866,1.4360971,0.7201295,-1.2293382,0.18110183,0.9681144,-0.5032482,1.5939783,-0.19932544,0.65177536,-0.15167536,-1.095573,-0.3641673,0.5540482,-0.23330677,-0.39283696,0.6944132,0.50219935,2.29045,0.4712115,0.5774493,2.96492,1.0085974,0.24540824,-0.5582495,-1.3966194,-1.1557947,0.07335756,-0.30264822,1.6914948,-0.28094405,1.3342429,0.95163226,0.9198083,-0.034129243,1.0854955,0.24596627,-1.0576603,1.6342646,0.13952395,0.40173864,-0.015881028,0.20625935,-0.04008302,-0.059803605,0.75808644,-0.46490029,-0.053054314,-1.4136124,-1.2834945,-1.6177973,0.91366756,-0.5287902,0.30902976,-0.5611663,1.0201885,0.3023681,0.27924892,0.39027482,1.0673105,-0.010637283,0.8450226,1.6044197,0.24224067,-1.2143929,1.6460446,0.62528795,0.54604083,0.13758044,-1.4392632,-1.0294967,-1.1197388,0.16502589,0.35572565,0.79272556,0.71557575,0.8948434,0.012549968,0.45065328,-2.0080118,-0.22665548,-0.2624534,-0.12725607,-0.65949225,-0.5745215,-1.5346925,0.4954385,0.8461223,-1.415257,-0.33503467,1.5323803,-0.57469845,-0.49977294,0.568228,1.0
-0.43998674,0.97288924,2.0364869,-0.15766215,-1.1113997,-0.58445823,0.54476523,0.2248882,0.3745658,1.5684233,0.98976463,0.055858497,1.0068446,-0.69885856,0.22081774,-1.2415227,0.6050347,0.527341,-0.7852568,-0.843127,1.8168237,-0.1871497,1.0337832,0.08471657,0.083122775,-1.3926721,0.17698656,-2.1309211,3.857343,-2.3574297,-1.3884345,1.8037839,1.5600548,1.1556168,1.402642,2.9335437,-0.8551828,1.0571015,-0.3855701,0.3974862,-0.9538196,0.068507284,0.6559482,0.37951455,-1.5161757,-0.87889093,0.874515,0.21468462,0.6798377,1.5040897,0.47640967,0.19425124,-1.3469727,0.3353468,-1.8415217,0.6937882,-0.55310655,0.67151237,0.03493278,-0.5166359,-0.7946879,-1.0059798,-2.8601346,-0.15592393,-0.8288813,-0.86073303,0.5486358,0.5916963,-1.1045357,-1.8441825,0.9202582,0.94972634,0.15978809,-0.5972272,1.5391994,-0.049740877,0.2960626,-0.04551236,-0.46288377,-0.5358727,1.50986,1.1841527,-0.15774052,0.3161415,0.6363831,0.31846625,-0.8815963,0.23013432,-0.7364877,0.7028105,1.622535,-0.93314826,-0.39124194,-1.7760975,-1.6942168,-2.0590987,-0.8939392,-1.3761811,-0.707603,-0.3783281,1.0
-0.6555679,-0.72010607,-0.5321031,0.69667464,-0.3598735,0.07183409,0.94522476,-0.041868735,1.1103985,1.2806827,0.66050225,0.060814682,0.7907548,-0.16684255,-0.7593717,-0.16792771,-0.20304398,0.36184743,0.14879248,-0.27321768,0.38227224,-0.09415209,-0.6470691,-0.38996354,0.8206354,-0.47784734,0.10675787,-0.55992717,0.0880383,-0.575676,3.3512897,-0.73085475,-0.51633406,0.2124004,-0.44543803,0.50432074,0.9434195,-1.2817218,0.7728267,0.115871824,-0.17607164,1.6738187,0.2473913,0.9875194,-0.44682896,-0.5507184,-0.7767359,0.3828805,-0.86262846,1.3354453,-1.3515049,-0.35880795,-0.14995869,-0.30230728,0.06259332,-3.2543921,-1.6142431,0.6681392,1.442213,0.09891718,0.4079782,0.98087686,-1.063331,2.0090013,-1.3726778,1.2928797,-1.4662638,-0.266732,-0.108812615,-2.006833,-0.1283602,0.29093793,-0.4297458,-0.3604924,-0.43279096,0.9403934,-0.61887014,1.8472854,-1.443111,-1.8862756,-0.4333709,0.21644136,-0.5512854,0.3498874,0.85867584,0.704814,-0.19562763,-1.4273579,0.32868108,-0.76837707,0.034443032,-0.24368763,1.5006591,0.3538077,1.0446304,0.32648134,0.23325503,-2.7799792,1.3350854,-1.4171003,1.0
0.9840943,0.37277982,0.27764332,0.3624658,0.55771476,-0.9296546,-0.4952805,-1.2669764,-0.109747775,-1.1002638,1.5631386,-0.20101956,1.1139871,0.23903926,-0.6528406,-0.11631239,0.7528229,-0.9800185,-0.118719764,-1.6991373,-0.21575114,0.04693219,0.7799635,0.19974108,-0.4669357,0.47285864,-2.5276747,-1.289403,-0.06518947,0.06114728,0.7429966,-0.4435711,-0.08161839,-1.1527749,0.580997,-0.6468094,-1.0328252,-0.2016273,-0.4663133,1.1434716,-0.32039902,0.49702287,1.1193674,0.24766366,-0.4441287,0.093439445,-2.187551,-0.81832296,0.89373934,1.2158337,0.12450876,0.09648791,0.8695341,-0.54801816,-2.069373,0.5574813,-2.0653167,0.09658697,0.2227937,-0.89703137,-0.65439004,-0.21456583,0.22407922,-0.6230436,0.7662951,-1.2793326,1.1174538,0.12481532,-0.39809924,-0.53173757,-1.5401158,0.7013401,-0.38139045,-0.20987642,0.20260002,-0.09727973,1.0549527,0.6472166,1.1876521,-1.6332414,-0.27072346,0.7855401,-0.32381475,-1.0902882,-0.26332414,-0.8499225,1.6529117,-0.50767297,-0.9402154,1.7698054,-1.0858243,-1.2768117,1.0470184,0.58571863,-0.6854788,-0.9315913,-2.5135794,-0.026877837,1.1711234,0.16593376,1.0
